time_s,charge_current_a,soc,terminal_voltage_v,average_temperature_c,control_mode,optimizer_success,prediction_feasible,used_fallback,safety_override,target_current_cap_active,solve_time_s,predicted_maximum_voltage_v,predicted_maximum_temperature_c,source
1855.0,3.9154693005548324,0.5549137238890246,3.987466329880112,33.50000425694583,terminal_reference_governor,True,True,False,False,False,0.0,3.979411541650599,33.50000999999841,chen2020_dfn
1860.0,3.9142873244418297,0.5560010259235917,3.988315681170249,33.50003640616217,terminal_reference_governor,True,True,False,False,False,0.0,3.9803286153681627,33.50000999999788,chen2020_dfn
1865.0,3.913109424902359,0.5570880007638424,3.9891646903471703,33.50006847517261,terminal_reference_governor,True,True,False,False,False,0.0,3.9812469440790106,33.50000999999759,chen2020_dfn
1870.0,3.911935795622412,0.5581746495959597,3.990013417406992,33.50010045810427,terminal_reference_governor,True,True,False,False,False,0.0,3.982166577294097,33.50000999999979,chen2020_dfn
1875.0,3.9107666222844273,0.5592609736577054,3.9908619221595805,33.50013234927263,terminal_reference_governor,True,True,False,False,False,0.0,3.9830875641831,33.500009999999676,chen2020_dfn
1880.0,3.909602084168,0.5603469742366409,3.9917102642729434,33.50016414318134,terminal_reference_governor,True,True,False,False,False,0.0,3.984009953613053,33.50000999999702,chen2020_dfn
1885.0,3.9084423541498836,0.5614326526683493,3.9925585032828446,33.500195834517115,terminal_reference_governor,True,True,False,False,False,0.0,3.9849337941513143,33.500009999997495,chen2020_dfn
1890.0,3.9072875982674304,0.5625180103345346,3.9934066985868313,33.5002274181295,terminal_reference_governor,True,True,False,False,False,0.0,3.9858591340567746,33.50000999999993,chen2020_dfn
1895.0,3.9061379767372273,0.563603048661406,3.994254909461495,33.50025888903042,terminal_reference_governor,True,True,False,False,False,0.0,3.9867860213046553,33.50000999999788,chen2020_dfn
1900.0,3.9049936448282097,0.5646877691183028,3.9951031950699774,33.50029024241246,terminal_reference_governor,True,True,False,False,False,0.0,3.9877145036098556,33.50000999999846,chen2020_dfn
1905.0,3.9038547508243937,0.5657721732157539,3.9959516144058487,33.50032147362492,terminal_reference_governor,True,True,False,False,False,0.0,3.9886446283806816,33.50000999999995,chen2020_dfn
1910.0,3.902721437480068,0.5668562625039428,3.9968002262961004,33.50035257818121,terminal_reference_governor,True,True,False,False,False,0.0,3.9895764427518103,33.500009999997864,chen2020_dfn
1915.0,3.901593842310831,0.5679400385712513,3.9976490893832954,33.50038355177492,terminal_reference_governor,True,True,False,False,False,0.0,3.9905099935926325,33.50000999999924,chen2020_dfn
1920.0,3.9004720955563243,0.5690235030422391,3.9984982620545333,33.500414390251194,terminal_reference_governor,True,True,False,False,False,0.0,3.9914453274590125,33.50000999999735,chen2020_dfn
1925.0,3.8993563229450956,0.5701066575763906,3.9993478024709743,33.50044508963646,terminal_reference_governor,True,True,False,False,False,0.0,3.992382490656685,33.50000999999969,chen2020_dfn
1930.0,3.8982466427842155,0.5711895038660529,4.000197768483551,33.50047564610145,terminal_reference_governor,True,True,False,False,False,0.0,3.9933215291735427,33.50000999999885,chen2020_dfn
1935.0,3.8971431690151803,0.5722720436352239,4.0010482176753905,33.50050605598511,terminal_reference_governor,True,True,False,False,False,0.0,3.9942624887494893,33.50000999999799,chen2020_dfn
1940.0,3.896046009467682,0.5733542786378537,4.001899207313118,33.5005363157739,terminal_reference_governor,True,True,False,False,False,0.0,3.995205414837337,33.500009999999946,chen2020_dfn
1945.0,3.894955266441684,0.5744362106563099,4.0027507943494065,33.500566422085,terminal_reference_governor,True,True,False,False,False,0.0,3.996150352615355,33.50000999999875,chen2020_dfn
1950.0,3.8938710384536535,0.5755178415003248,4.003603035455599,33.50059637167868,terminal_reference_governor,True,True,False,False,False,0.0,3.9970973470298077,33.50000999999932,chen2020_dfn
1955.0,3.892793418635847,0.5765991730055013,4.004455986992065,33.50062616142691,terminal_reference_governor,True,True,False,False,False,0.0,3.998046442759973,33.50000999999839,chen2020_dfn
1960.0,3.891722496919101,0.5776802070324233,4.005309705056099,33.50065578832039,terminal_reference_governor,True,True,False,False,False,0.0,3.998997684270639,33.50000999999848,chen2020_dfn
1965.0,3.8906583591597155,0.5787609454655231,4.006164245471284,33.50068524944953,terminal_reference_governor,True,True,False,False,False,0.0,3.9999511157954646,33.500009999998646,chen2020_dfn
1970.0,3.889601088158088,0.5798413902122338,4.007019663812157,33.50071454200088,terminal_reference_governor,True,True,False,False,False,0.0,4.000906781363402,33.500009999997346,chen2020_dfn
1975.0,3.888550764095271,0.5809215432022602,4.0078760154185105,33.50074366325862,terminal_reference_governor,True,True,False,False,False,0.0,4.001864724813108,33.50000999999929,chen2020_dfn
1980.0,3.887507463514339,0.5820014063865696,4.008733355373973,33.500772610580555,terminal_reference_governor,True,True,False,False,False,0.0,4.002824989772213,33.500009999997395,chen2020_dfn
1985.0,3.886471261648694,0.5830809817370276,4.009591738550961,33.500801381423,terminal_reference_governor,True,True,False,False,False,0.0,4.003787619715041,33.500009999997445,chen2020_dfn
1990.0,3.8854422302392777,0.5841602712454275,4.010451219560241,33.50082997331714,terminal_reference_governor,True,True,False,False,False,0.0,4.004752657915888,33.50000999999986,chen2020_dfn
